%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
15640,5.008950327590526,4.3550526463332915,2.0976368091682502,11.127271825051764,4.5753383338375215,8.335154557336438,-1.9802474966897705,11.391072528881978,3.2359624098215254,6.286824823668273,-9.7767300628377,0.4764583550649766,-5.37068079712506,0.27501043166293027,-8.16581203691166,14.152238376683249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15641,4.209171773771118,6.288396319359009,1.984885557998041,11.435779939691756,4.976370087752429,7.376492305773553,2.8005701367720803,11.186721727123057,7.221511272358043,6.377765501055835,-2.207363845694349,-1.5772555457371524,-2.3333127920715526,-0.8880334862320822,-7.912314005364994,12.622073047577192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15642,-3.485469718110835,1.4981267008746215,1.4670820447815345,11.698600779596802,4.518875542589711,6.667399336083619,0.5619376043358102,8.01401451025724,4.510174584658525,4.057912437111128,0.5986998776865278,-0.18303017032084767,-0.9560385270250578,-1.4707947825790342,-7.179157871885991,11.899477738671518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15643,2.926713241111514,5.064955556108799,10.262440908679736,9.72918795081057,7.312893533321343,6.837724157228138,9.27342677663809,2.5915566702646657,2.7737022232781,0.6626198957887652,-1.88944019036267,1.6672992465262908,-1.9079798138788533,-2.25033408320472,-10.182574849121686,16.281227342284065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15644,14.299889471425686,13.195960280086439,17.53846987753259,10.46626423755444,9.777818298987967,8.154895005854499,13.495958965798806,5.627216384218286,4.455056912979977,-0.8212357150678145,2.4403307797696527,-0.8789415353542722,0.6113289950516574,-4.207614721807623,-3.3656723018563497,12.702771619446345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15645,14.97894174665521,14.291617379634573,14.637184394795455,10.65381804991975,9.125803098015638,7.412026825153674,5.124760779731702,5.632066455099604,5.048795285110089,-0.9677095317110371,0.6901525021009434,-5.966560182137712,-0.7980805938871498,-6.471505361402279,-3.3513959491784675,3.694560891063869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15646,15.296587651692775,13.736389412103662,12.32986157410862,8.336836627292584,8.706737481128343,7.297875290369987,3.0377062849036065,1.5785134446883546,2.818799082800723,-3.571593180693526,-4.869336358025251,-9.676650081474506,-5.803289648171386,-7.81512159193916,-11.12229734003536,2.1776409786435025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15647,22.984116021443015,20.64739332000333,18.380599905030643,13.830722715620375,12.711689965848223,11.125193348332026,3.849666398522743,5.663239582744879,2.1753881903324697,-3.095188545294633,-3.0710825642849215,-4.117460854795681,-5.153400917819766,-4.740486823769402,-10.59089483850282,10.106573557084204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15648,31.756381486504296,26.915244935160906,26.31695140312562,19.032744733476648,19.643512551690037,14.489314734347815,8.980381357210057,15.833275439213203,5.364919206356049,-0.3762435087545555,-2.6135105878103246,-3.596453680312308,-3.972658805599579,-3.7480897196581253,-10.146054192505005,9.095580121968542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15649,31.913374954767498,24.877649297597436,27.3939417953822,15.593181863937534,19.815948592838716,12.74626864281209,14.1415522205983,19.454198416106838,6.890422919700143,1.2565985507599464,-0.285815689104183,-5.551186285159531,-2.2595225681232876,-3.1177509964625045,-4.80938072828107,6.6038910115520135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15650,32.04016410783896,27.17111599272362,26.94746290543767,19.357711670955457,16.92422398305078,12.741895353013096,6.465254427461119,10.52695270980865,5.453758850454747,3.078824292628937,1.484664108598679,2.9166511132774815,0.9844974411992382,1.0514797078258908,4.5789115681027965,14.69241156574584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15651,31.613728457720853,30.435886083260336,25.113668042019885,21.93565333137804,15.110397130991526,11.34651747080594,2.1072854212249905,5.949476573809145,4.877313874447637,2.899982261795543,0.1508219487897975,2.308672153181533,1.740213356504924,-0.41101680135687957,4.849622878878961,9.385034245364979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15652,24.477832413922286,27.19817123718358,21.243103971155186,16.5290747486777,13.509480921112974,7.296358778060144,9.19867870711186,14.48116267945087,5.412461165190052,-0.8341572004458158,4.889412090285333,-4.175000003699012,2.246992638169729,-3.885644999302741,3.515390980424556,5.929327799599655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15653,22.080755340931134,22.14499071817918,17.965435361894272,14.358996025493049,10.718805906523066,6.3625807128442595,9.144410658366148,14.080758160631696,1.8624526661678402,0.28890289424774096,9.455142291974354,3.201947895296996,4.594670107725818,1.4282307693187306,3.587095519739492,14.992295247678964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15654,24.142182701405886,17.906484129088177,13.524557972632408,12.656885398577792,6.574971740776583,4.386131165998215,1.4736705956318659,5.84880081237025,-1.783180651557828,3.170475126282753,5.174231104364679,5.819452341929292,3.332654209020532,4.959794660430873,2.782985072680731,13.75915877596426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15655,19.965143213500255,16.986089935744815,9.665540526217171,9.63137008276746,4.695066340385949,0.871716929262746,-4.065896966078611,3.514609307737601,-4.688190824665867,1.493827463267607,4.769476254215093,2.7577708225762336,3.7592890401733143,4.932853714037279,7.957869122629688,16.94238662051459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15656,20.145742421564577,19.536434280961615,10.83565469311101,9.218633134697825,6.2242024340788475,1.199865290214433,-3.5039327427793268,4.504683129413408,-4.267139945227669,0.21274541598263852,5.489400403746586,5.804292946506095,5.168788780119385,5.465518987149892,6.343392552163579,22.365963041886374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15657,21.75286421087624,16.00577595063723,9.673114671794693,9.13936295823325,4.461345199366747,0.15656943757912245,-5.623628515838561,3.0216239987319398,-2.975900482931081,2.947417471637152,1.251617121798816,7.922870601599058,3.592317226652213,4.9130519600420115,0.19906598180571677,13.809595943908793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
